Last updated,Ticket updated,Ticket created - Date,Country,Brand(상세),Category,Requested Channel type,1차 Defect Reason or Inquiries,2차 Defect Reason or Inquiries,Device,Product Name,Power Accessories _categories,Product Name: Caseology,Purchase Date - Date,ESC. 사유,Tier 2 Escalated,❗사진/영상 유무❗,최종 고객 대응,Order ID,ASIN,★문의SKU,T1 → T2,T2 → T3,"✅전체 주문 (Product Issue, 아크테크X)",❎전체 환불,✳️슈피겐 환불,Agent replies brackets,Agent replies,Agent wait time (min),On-hold time (min),링크,MCF 발송
1000159668,2026-09-08,2026-09-08,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2302,,2026-07-21,,FALSE,No,회수 (교품/환불),402-0780893-7877164,B0DL6DG9DQ,ACH06946,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159668,0
1000159669,2026-09-08,2026-09-08,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2300,,2024-11-20,,FALSE,No,회수 (교품/환불),171-8648071-2130760,B0CTM7Z1NS,ACH06536,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159669,0
1000159670,2026-09-08,2026-09-08,FR,SDA,4. Product Issue,spigen.support@spigen.com,(SDA)_파손,,Galaxy Watch 6 (44mm),Rugged Armor Pro,,,2023-12-06,,FALSE,Yes,도움불가,171-4684499-6387550,B0C4G2B93T,ACS06496,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159670,0
1000159671,2026-09-08,2026-09-08,UK,SP,4. Product Issue,SQ_website,(SP)_먼지유입,,iPhone 17 Pro Max,SP_Glas.tR EZ Fit Slim,,,2026-08-28,,FALSE,No,일반안내,203-5812760-3989908,B0D84R9HYW,AGL07907,,,4,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159671,
1000159672,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159672,
1000159673,2026-09-08,2026-09-08,JP,SDA,4. Product Issue,spigen.support@spigen.com,(Case)_충전호환불가,,Google Pixel Watch 4 (45mm),Liquid Air,,,2025-10-08,,FALSE,Yes,환불,503-9860789-2368604,B0F61FZDQR,ACS09488,,,2,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159673,0
1000159674,2026-09-08,2026-09-08,JP,SDA,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_상품문의,2차_(Other Inquiry)_감사인사,Other (ODM),Dual Pop MagFit,,,2025-03-25,상품 문의,TRUE,No,일반안내,250-6186409-2113464,B0DM16MJSG,AMP08887,,1,1,0,0,3-5,3,2457,1846,https://spigenhelp.zendesk.com/agent/tickets/1000159674,
1000159675,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159675,
1000159676,2026-09-08,2026-09-08,JP,CASE,2. Delivery,Amazon Buyer Message,(Delivery Issue)_구성품누락,,Galaxy Z Fold 8 Ultra,Air Skin Aramid MagFit,,,2026-08-28,,FALSE,Yes,일반안내,249-1745911-3685412,B0GKQNSD4X,ACS11496,,,2,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159676,
1000159677,2026-09-07,2026-09-07,FR,SP,4. Product Issue,Amazon Buyer Message,(SP)_지문인식,2차_(Other Inquiry)_감사인사,Google Pixel 11 Pro,SP_Glas.tR EZ Fit Pro,,,2026-08-20,,FALSE,Yes,환불,407-9029326-5905908,B0H1Y2RPKC,AGL11481,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159677,0
1000159678,2026-09-09,2026-09-09,IN,CASE,4. Product Issue,SQ_website,(Case)_분리/이탈,,iPhone 13,Ultra Hybrid,,,2025-12-24,,FALSE,Yes,환불,407-1607528-5869138,B096HKQK9W,ACS03522,,,5,1,1,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159678,
1000159679,2026-09-08,2026-09-08,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PA2400,,2026-07-23,,FALSE,No,회수 (교품/환불),408-8067681-9470743,B0DMDZLW97,ABA07628,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159679,
1000159680,2026-09-08,2026-09-08,IT,SDA,4. Product Issue,Amazon Buyer Message,(SDA)_형합이슈,,MacBook Air,Nano Pop,,,2026-09-02,신제품,TRUE,Yes,일반안내,406-9448115-0558741,B0GMSQ1ZJW,ACS11268,1,1,6,3,1,3-5,5,1359,276,https://spigenhelp.zendesk.com/agent/tickets/1000159680,0
1000159681,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159681,
1000159682,2026-09-10,2026-09-10,JP,CASE,2. Delivery,Rakuten,(Delivery Issue)_배송상태불만(포장손상등),,Google Pixel 11 Pro,Tough Armor MagFit,,,2026-08-26,Rakuten,TRUE,Yes,일반안내,436261-20260826-0909100537,B0GJ7H2S2S,ACS11433,1,,N/A,N/A,N/A,1,1,2985,0,https://spigenhelp.zendesk.com/agent/tickets/1000159682,
1000159683,2026-09-10,2026-09-10,JP,SP,4. Product Issue,Rakuten,(SP)_가이드필름 파손,,Google Pixel 10a,SP_Glas.tR EZ Fit Pro,,,2026-08-25,Rakuten,TRUE,No,일반안내,436261-20260825-0525400490,B0GBZFFVRG,AGL11364,1,,N/A,N/A,N/A,1,1,2946,0,https://spigenhelp.zendesk.com/agent/tickets/1000159683,
1000159684,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159684,
1000159685,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159685,
1000159686,2026-09-09,2026-09-09,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,iPhone 17 Pro,Ultra Hybrid MagFit,,,2026-07-08,,FALSE,Yes,환불,407-4093832-7350743,B0FD28CZDK,ACS10066,,,1,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159686,
1000159687,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159687,
1000159688,2026-09-08,2026-09-08,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_자사필름간섭,,iPhone 16 Pro,Ultra Hybrid MagFit,,,2024-10-04,,FALSE,No,도움불가,405-4333876-6363534,B0D21FFYPD,ACS08134,,,5,1,1,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159688,
1000159689,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159689,
1000159690,2026-09-09,2026-09-09,DE,SDA,4. Product Issue,Amazon Buyer Message,(SDA)_파손,,Galaxy Tab S9 (23),Ultra Hybrid Pro,,,2025-05-07,,FALSE,No,도움불가,306-7831351-6625165,B0CCG1KBS7,ACS07077,,,1,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159690,0
1000159691,2026-09-10,2026-09-10,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,iPhone 17,Ultra Hybrid MagFit,,,2026-07-07,,FALSE,Yes,환불,405-1443315-7891559,B0FD2K58MF,ACS10082,,,2,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159691,
1000159692,2026-09-08,2026-09-08,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,Galaxy S25 Ultra,Ultra Hybrid MagFit,,,2026-07-12,,FALSE,Yes,일반안내,171-1760166-3747562,B0DJ9VZBCZ,ACS08959,,,6,3,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159692,0
1000159693,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159693,
1000159694,2026-09-08,2026-09-08,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,iPhone 17 Pro Max,Ultra Hybrid,,,2026-03-02,,FALSE,Yes,일반안내,403-0330197-4856343,B0FD25XK76,ACS10033,,,2,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159694,
1000159695,2026-09-08,2026-09-08,IT,SDA,7. Other Inquiry,Amazon Buyer Message,(Sales Inquiry)_제품할인요청,,MacBook Air,Nano Pop,,,,,FALSE,No,일반안내,405-1161505-1203525,B09Y2G97PX,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159695,
1000159696,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159696,
1000159697,2026-09-11,2026-09-11,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_TPU늘어남,,iPhone 17 Pro,Liquid Air,,,2026-06-02,지속적 환불 요청,TRUE,Yes,도움불가,408-5313038-9733167,B0FD2HG9F4,ACS09942,1,,7,3,1,2,2,2980,9,https://spigenhelp.zendesk.com/agent/tickets/1000159697,
1000159698,2026-09-09,2026-09-09,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,Galaxy S25 Plus,Ultra Hybrid,,,2026-05-18,,FALSE,Yes,환불,405-5834127-8880349,B0DJ9W33H5,ACS08985,,,6,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159698,
1000159699,2026-09-08,2026-09-08,IN,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Liquid Air,,,2026-08-28,,FALSE,No,일반안내,408-7054032-6613128,B0B1PH9HH7,ACS04957,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159699,
1000159700,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159700,
1000159701,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159701,
1000159702,2026-09-10,2026-09-10,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,iPhone 17,Ultra Hybrid MagFit,,,2026-08-04,,FALSE,Yes,환불,404-1676804-3657962,B0FD2K58MF,ACS10082,,,5,1,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159702,
1000159703,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159703,
1000159704,2026-09-09,2026-09-09,IN,SP,4. Product Issue,spigen.support@spigen.com,(SP)_선명도떨어짐,,Google Pixel 10 Pro,SP_Glas.tR EZ Fit Privacy,,,2026-08-29,,FALSE,Yes,환불,404-8712950-8800326,B0DQ681K25,AGL09312,,,3,0,0,3-5,4,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159704,
1000159706,2026-09-03,2026-09-13,IN,SDA,4. Product Issue,spigen.support@spigen.com,(SDA)_제품품질불만,2차_(Refund Inquiry)_환불재안내,Other (ODM),Selfie Stick,,,2026-01-15,,FALSE,Yes,환불,407-1750121-9810720,B0CL9956CD,AMP05813,,,6,1,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159706,0
1000159707,2026-09-09,2026-09-09,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_TPU늘어남,2차_(Refund Inquiry)_환불재안내,iPhone 15 Pro,Liquid Air,,,2026-05-24,,FALSE,Yes,환불,407-3527915-1367558,B0C5S6W5S4,ACS06705,,,3,0,0,3-5,4,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159707,
1000159708,2026-09-08,2026-09-08,etc.,n/a,7. Other Inquiry,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),해당없음,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159708,
1000159709,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159709,
1000159710,2026-09-08,2026-09-08,IN,SDA,4. Product Issue,SQ_website,(SDA)_파손,,Other (ODM),Selfie Stick,,,2024-10-15,,FALSE,Yes,도움불가,408-5584860-1195529,B0CL9956CD,AMP05813,,,5,1,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159710,
1000159711,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159711,
1000159712,2026-09-11,2026-09-11,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_황변,,Galaxy S25 Ultra,Ultra Hybrid MagFit,,,2026-08-01,,FALSE,Yes,환불,405-0611970-7073165,B0DJ9VJCTD,ACS08958,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159712,
1000159713,2026-08-29,2026-08-29,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159713,
1000159714,2026-09-08,2026-09-08,IN,CASE,4. Product Issue,spigen.support@spigen.com,(Case)_코팅벗겨짐,,Google Pixel 10 Pro Fold,Slim Armor Pro MagFit,,,2026-06-04,,FALSE,Yes,환불,402-0939692-9046717,B0F498PG6P,ACS09741,,,2,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159714,0
1000159715,2026-09-08,2026-09-08,etc.,n/a,7. Other Inquiry,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),해당없음,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159715,
1000159716,2026-09-12,2026-09-12,etc.,CASE,4. Product Issue,SQ_website,(Case)_버튼부파손,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,Yes,일반안내,해당없음,해당없음,해당없음,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159716,
1000159717,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159717,
1000159718,2026-09-11,2026-09-11,IN,CASE,4. Product Issue,SQ_website,(Case)_황변,,iPhone 17,Ultra Hybrid MagFit,,,2025-12-21,,FALSE,Yes,환불,406-3270116-1075516,B0FD2K58MF,ACS10082,,,3,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159718,
1000159719,2026-09-09,2026-09-09,FR,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Tough Armor Pro MagFit,,,2026-08-28,,FALSE,No,일반안내,171-2359004-6136306,B0DNH742KM,ACS11499,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159719,0
1000159720,2026-09-09,2026-09-09,etc.,n/a,7. Other Inquiry,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),해당없음,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159720,
1000159721,2026-09-11,2026-09-11,UK,CASE,4. Product Issue,SQ_website,(Case)_프레임파손,,Galaxy Z Flip 8,Ultra Hybrid Pro MagFit,,,2026-08-25,MCF발송,TRUE,Yes,MCF 발송,202-4084057-1168356,B0GKQFZ255,ACS11516,1,,1,0,0,3-5,3,196,34,https://spigenhelp.zendesk.com/agent/tickets/1000159721,1
1000159722,2026-08-30,2026-08-30,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159722,
1000159723,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159723,
1000159724,2026-08-30,2026-08-30,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159724,
1000159725,2026-09-09,2026-09-09,DE,CASE,2. Delivery,Amazon Buyer Message,(Delivery Issue)_미배송(배송미완료),,Galaxy S24 Ultra,Ultra Hybrid Metal Ring MagFit,,,2026-08-26,,FALSE,No,일반안내,303-7738382-0577900,B0CM5F2J95,ACS07298,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159725,
1000159726,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159726,
1000159727,2026-09-09,2026-09-09,IN,SDA,3. Exchange,Amazon Buyer Message,(Exchange)_주문실수,,AirPods Pro 3,Liquid Crystal,,,2026-08-27,,FALSE,No,일반안내,402-4062954-9081104,B0FCV9SC23,ACS10019,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159727,
1000159728,2026-09-04,2026-09-04,DE,SP,4. Product Issue,spigen.support@spigen.com,(SP)_측면들뜸,,iPhone 16 Pro,SP_Glas.tR EZ Fit Slim,,,2026-08-11,,FALSE,Yes,일반안내,305-0003309-5834737,해당없음,해당없음,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159728,
1000159729,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159729,
1000159730,2026-08-30,2026-08-30,,,,spigen.support@spigen.com,,,,,,,,,FALSE,,,해당없음,해당없음,해당없음,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159730,
1000159731,2026-09-09,2026-09-09,JP,CASE,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_호환문의,,iPhone 17,Ultra Hybrid,,,2026-08-29,,FALSE,No,일반안내,503-4155845-0683806,B0FD2CC4QZ,ACS10080,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159731,
1000159732,2026-09-03,2026-09-13,DE,SP,4. Product Issue,Amazon Buyer Message,(SP)_측면들뜸,,Google Pixel 10 Pro XL,SP_Glas.tR EZ Fit Privacy,,,2026-08-16,,FALSE,No,일반안내,305-7968319-5674711,B0DQ676QJP,AGL09313,,,2,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159732,
1000159733,2026-09-11,2026-09-11,NL,CASE,4. Product Issue,SQ_website,(Case)_킥스탠드이슈,,iPhone 13 mini,Tough Armor,,,2026-08-21,,FALSE,Yes,환불,405-9084918-7698766,B096H8M1X2,ACS03331,,,1,0,0,3-5,3,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159733,
1000159734,2026-09-11,2026-09-11,JP,CASE,6. Product Inquiry,Amazon Buyer Message,(Product Inquiry)_상품문의,,iPhone 13 mini,Ultra Hybrid MagFit,,,,유해물질,TRUE,No,일반안내,해당없음,B096HZ4M3R,ACS03324,,2,N/A,N/A,N/A,3-5,4,1324,496,https://spigenhelp.zendesk.com/agent/tickets/1000159734,
1000159735,2026-09-09,2026-09-09,etc.,n/a,8. 문의 사항 파악 불가,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),해당없음,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159735,
1000159736,2026-09-09,2026-09-09,NL,CASE,1. Invoice,Amazon Buyer Message,(Invoice)_invoice발행관련,,INVOICE - Spigen (Cases),Rugged Armor MagFit,,,2026-08-29,,FALSE,No,일반안내,408-1387116-3049163,B0D21RMGQG,ACS08214,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159736,0
1000159737,2026-09-09,2026-09-09,IN,n/a,2. Delivery,spigen.support@spigen.com,(Delivery Issue)_오배송(슈피겐타제품),,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,일반안내,해당없음,해당없음,해당없음,,,N/A,N/A,N/A,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159737,
1000159738,2026-09-09,2026-09-09,FR,SP,4. Product Issue,SQ_website,(SP)_기타사항,,iPhone 17 Pro Max,SP_Glas.tR EZ Fit Slim,,,2026-04-12,,FALSE,No,일반안내,406-6619078-0769920,B0D84R9HYW,AGL07907,,,8,1,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159738,0
1000159739,2026-09-09,2026-09-09,DE,SDA,4. Product Issue,SQ_website,(SDA)_형합이슈,,Steam Deck,Rugged Armor,,,2026-08-24,,FALSE,Yes,일반안내,028-8073320-0052332,B0B75N73N9,ACS03730,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159739,0
1000159741,2026-09-10,2026-09-10,IT,SP,4. Product Issue,SQ_website,(SP)_표면스크래치,,Google Pixel 11 Pro,SP_Glas.tR EZ Fit Pro,,,2026-08-22,,FALSE,Yes,50% 환불,171-2072751-1928314,B0H1XYN7CM,AGL11480,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159741,0
1000159742,2026-09-09,2026-09-09,etc.,n/a,8. 문의 사항 파악 불가,spigen.support@spigen.com,(Other Inquiry)_알수없음,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),171-2072751-1928314,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159742,
1000159743,2026-09-09,2026-09-09,ES,SDA,2. Delivery,SQ_website,(Delivery Issue)_구성품누락,,Other (ODM),Waterproof Bag (Pouch),,,2026-08-27,,FALSE,No,일반안내,403-5900169-4608300,B0BZHVTFBT,ACS06019,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159743,
1000159744,2026-09-09,2026-09-09,IN,n/a,7. Other Inquiry,Amazon Buyer Message,(Other Inquiry)_Noreponseneeded,,알 수 없음_추가정보 필요,알 수 없음  (No product info),,,,,FALSE,No,회신불요 (중복/스팸),해당없음,해당없음,해당없음,,,N/A,N/A,N/A,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159744,
1000159745,2026-09-07,2026-09-07,UK,CASE,4. Product Issue,SQ_website,(Case)_자석들뜸,2차_(FBM)_배송추적문의,Google Pixel 11 Pro XL,Nano Pop MagFit,,,2026-08-27,신제품,TRUE,Yes,MCF 발송,203-3623540-1971527,B0GJ78YQYY,ACS11456,1,,3,0,0,>5,11,4352,553,https://spigenhelp.zendesk.com/agent/tickets/1000159745,1
1000159746,2026-09-09,2026-09-09,IN,CASE,4. Product Issue,SQ_website,(Case)_외관파손,2차_(Refund Inquiry)_환불후대체품요청,iPhone 17 Pro,Silicone Fit MagFit,,,2026-03-16,,FALSE,Yes,환불,171-6837684-6232367,B0G698HDGK,ACS11379,,,3,0,0,3-5,4,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159746,
1000159747,2026-09-09,2026-09-14,IT,SP,4. Product Issue,SQ_website,(SP)_글라스깨짐,2차_(Other Inquiry)_감사인사,iPhone 17 Pro,SP_Glas.tR EZ Fit Slim,,,2026-08-04,MCF발송,TRUE,Yes,MCF 발송,407-7117445-8293147,B0D84YX465,AGL07928,1,,1,0,0,3-5,4,995,0,https://spigenhelp.zendesk.com/agent/tickets/1000159747,1
1000159748,2026-09-09,2026-09-09,IT,CASE,4. Product Issue,Amazon Buyer Message,(Case)_황변,2차_(Refund Inquiry)_환불재안내,iPhone 17 Pro,Ultra Hybrid MagFit,,,2026-05-06,,FALSE,Yes,환불,405-2758315-1188312,B0FD28CZDK,ACS10066,,,2,0,0,>5,6,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159748,0
1000159749,2026-09-09,2026-09-09,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,"C10CL_1M,1Pack,USB-C to Lightning",,2026-04-17,,FALSE,No,일반안내,405-7388459-2537129,B07PT3T9NM,000CA25416,,,1,0,0,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159749,
1000159750,2026-08-29,2026-08-29,,,,Amazon Buyer Message,,,,,,,,,FALSE,,,,,,,,,,,0,0,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159750,
1000159751,2026-09-09,2026-09-09,TR,PAcc.,4. Product Issue,SQ_website,(PAcc.)_파손,,알 수 없음_추가정보 필요,Power Accessories,,,,,FALSE,Yes,도움불가,402-9233042-3009901,해당없음,해당없음,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159751,
1000159752,2026-09-08,2026-09-08,UK,SDA,4. Product Issue,SQ_website,(SDA)_파손,,Apple Watch Series 10 (46mm),Tough Armor,,,2026-05-11,MCF발송,TRUE,Yes,MCF 발송,206-0203716-7640342,B0DCCYPM3D,ACS08603,1,,2,0,0,3-5,3,84,0,https://spigenhelp.zendesk.com/agent/tickets/1000159752,1
1000159753,2026-09-09,2026-09-09,DE,CASE,4. Product Issue,Amazon Buyer Message,(Case)_킥스탠드이슈,,Galaxy S26 Ultra,Tough Armor MagFit,,,,,FALSE,No,일반안내,해당없음,B0FVB5V1MQ,ACS11034,,,N/A,N/A,N/A,1,1,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159753,
1000159754,2026-09-09,2026-09-09,IN,PAcc.,4. Product Issue,spigen.support@spigen.com,(PAcc.)_충전불량,,알 수 없음_추가정보 필요,Power Accessories,PE2007,,2026-06-21,,FALSE,No,회수 (교품/환불),403-5551150-5491503,B09BYT72ZF,ACH02691,,,1,0,0,2,2,0,0,https://spigenhelp.zendesk.com/agent/tickets/1000159754,
